[1/11/23, 3:41:34 p. m.] Gen Filtrada: ‎Los mensajes y las llamadas están cifrados de extremo a extremo. Solo las personas en este chat pueden leerlos, escucharlos o compartirlos.
[1/11/23, 3:41:34 p. m.] Venegas: ‎Venegas creó este grupo.
[8/12/23, 5:45:20 p. m.] Venegas: https://www.youtube.com/playlist?list=PLYeULBCgR9DXFIZY_tX-FCOocFPqfu2IQ
[8/12/23, 5:45:45 p. m.] Venegas: Y ese link son clases de proba
Por si también les quieren echar un vistazo
[8/12/23, 5:46:20 p. m.] Venegas: Pd: Lo estuve viendo y se ve muy bien!
[8/12/23, 6:01:38 p. m.] Venegas: "En general nosotros no vamos a ocupar teoría de la medida entonces esos libros específicos no nos serán tan útiles"
Eso contestó Raúl, entonces pueden descartar ESTE LIBRO 
Dijo que luego me responde los demás
[8/12/23, 8:13:56 p. m.] Luis Fer Amey: disculpen a los no-herramientas. Cómo van sus situaciones con el examen? quiero saber porque quiero desahogarme de esto y no tengo ni la menor idea de como avanzar
[8/12/23, 8:14:21 p. m.] Andrés Montero: Tamos iwal
‎[8/12/23, 8:14:27 p. m.] Anthony: ‎sticker omitido
‎[8/12/23, 8:14:33 p. m.] Corella: ‎sticker omitido
[8/12/23, 8:14:33 p. m.] Andrés Montero: El profe esta borracho
[8/12/23, 8:14:35 p. m.] Andrés Montero: JAJAJA
[8/12/23, 8:14:36 p. m.] Anthony: El mae dijo que era algo fácil
[8/12/23, 8:14:40 p. m.] Andrés Montero: Dice que es más corto que el primero
[8/12/23, 8:14:46 p. m.] Anthony: Tramadisimos
[8/12/23, 8:14:56 p. m.] Corella: yo tenía fe de que estuviera cortito
[8/12/23, 8:14:59 p. m.] Corella: pero ni picha jajaja
‎[8/12/23, 8:15:59 p. m.] Felix: ‎sticker omitido
‎[8/12/23, 8:16:19 p. m.] Andrés Montero: ‎sticker omitido
[8/12/23, 8:16:47 p. m.] Juan Pablo M.: él juraba que el examen era más corto que el pasado
‎[8/12/23, 8:16:51 p. m.] Juan Pablo M.: ‎sticker omitido
‎[8/12/23, 8:18:20 p. m.] Sofía Bocker: ‎sticker omitido
[8/12/23, 8:26:30 p. m.] Alejandro Brenes: El profe después de ponernos a hacer un algoritmo de progra 3:
‎[8/12/23, 8:26:31 p. m.] Alejandro Brenes: ‎sticker omitido
[8/12/23, 8:36:30 p. m.] Javier Hernández: Yo digo que le mandemos un troyano
[8/12/23, 8:48:00 p. m.] Luis Fer Amey: va espere ya me bajo uno jajaj
[8/12/23, 8:48:22 p. m.] Luis Fer Amey: nombres no sé que vamos a hacer con este profe
[8/12/23, 8:48:48 p. m.] Adrian: Lo metía en una netbot
[8/12/23, 8:54:46 p. m.] Andrés Montero: El mae dijo que si era muy duro que consideraba un cambio
[8/12/23, 8:54:51 p. m.] Andrés Montero: Yo digo que le digamos eso Jajaj
[8/12/23, 8:57:21 p. m.] Felix: A cómo es no hace nada
[8/12/23, 8:58:45 p. m.] Luis Fer Amey: si no
[8/12/23, 8:58:53 p. m.] Marco Guardia: agréguele que hay que terminar el proyecto para el cual no hay instrucciones ni rubrica aún xd
[8/12/23, 8:59:03 p. m.] Luis Fer Amey: JAJAJJAJ
[8/12/23, 8:59:52 p. m.] Luis Fer Amey: mae y las instrucciones del examen vienen escritas como ?????
[8/12/23, 9:01:59 p. m.] Andrés Montero: Mae yo estoy aun entendiendo como son
[8/12/23, 9:02:05 p. m.] Felix: Siempre y según él se entiende porque le pregunta a dos personas que se dedican a lo mismo que el
[8/12/23, 9:02:10 p. m.] Andrés Montero: Literal tengo el punto 1 y punto 2 Jajaja
[8/12/23, 9:02:50 p. m.] Adrian: Cómo que el estadista y el actuario con experiencia si entendieron? Que raro no? xD
[8/12/23, 9:03:53 p. m.] Luis Fer Amey: Mae este examen va a durar un raspichazo en knitear 😞
[8/12/23, 9:04:01 p. m.] Luis Fer Amey: Que raro
[8/12/23, 9:04:15 p. m.] Luis Fer Amey: Y el profe dice que está fácil jajajaj claro profe para ud
[8/12/23, 9:04:38 p. m.] Luis Fer Amey: Nosotros acá muriendo tratando de entenderle y sacar funciones que sirvan
[8/12/23, 9:05:02 p. m.] Javier Hernández: De hecho ahora se le salió que el programó esto en la maestría
[8/12/23, 9:05:25 p. m.] Juan Pablo M.: nos ponía a hacer el trabajo de graduación el mae
‎[9/12/23, 9:25:18 p. m.] Adrian: ‎imagen omitida
[9/12/23, 9:39:16 p. m.] Luis Fer Amey: JAJAJAJ ni me había dado cuenta no puede ser
[9/12/23, 9:39:27 p. m.] Luis Fer Amey: Bueno en eso hemos estado sufriendo todos
[9/12/23, 9:39:57 p. m.] Andrés Montero: Cuanto % se pierde por compartir codigo con compañeros y darles el mérito?
[9/12/23, 9:40:44 p. m.] Luis Fer Amey: según lo que veo, si es más de 60% entonces un 80% porque no puede ser 100
[9/12/23, 9:41:03 p. m.] Luis Fer Amey: no tiene sentido
[9/12/23, 9:41:18 p. m.] Luis Fer Amey: o sea eso incita a que usemos chatgpt wtf
[9/12/23, 9:44:59 p. m.] Javier Hernández: A lo que entendí yo es que entre compañeros va reportado y chatgpt es 60%
[9/12/23, 9:45:15 p. m.] Javier Hernández: Y anulada la pregunta
[9/12/23, 9:45:50 p. m.] Andrés Montero: A
[9/12/23, 9:45:57 p. m.] Andrés Montero: Yo había entendido que si daba el mérito es mejor que ia
[9/12/23, 9:46:02 p. m.] Andrés Montero: Pero ya leí bien las instrucciones
‎[9/12/23, 9:46:09 p. m.] Andrés Montero: ‎sticker omitido
[10/12/23, 11:45:30 a. m.] Adrian: ‎Se eliminó este mensaje.
[10/12/23, 11:45:53 a. m.] Corella: Ishhh
‎[10/12/23, 11:45:57 a. m.] Corella: ‎sticker omitido
[10/12/23, 12:22:51 p. m.] Adrian: no me hagan caso, este tiempo es del proyecto. Ya no se ni que digo xd
[11/12/23, 4:27:29 p. m.] Anthony: Gente recuerden que desde hoy hasta el 12+1 es matricula
[11/12/23, 4:27:46 p. m.] Corella: Jajajaja
[11/12/23, 4:28:12 p. m.] Marco Guardia: hombre de cultura
[11/12/23, 5:18:47 p. m.] Venegas: Hpta
‎[11/12/23, 5:20:14 p. m.] Felix: ‎sticker omitido
[11/12/23, 10:15:12 p. m.] Javier Hernández: Mi compa el menos traumado:
[12/12/23, 7:28:44 a. m.] Dixon Montero: ‎Se eliminó este mensaje.
‎[12/12/23, 11:03:07 a. m.] Javier Hernández: ‎sticker omitido
‎[12/12/23, 10:52:14 p. m.] Sebas: ‎imagen omitida
‎[12/12/23, 10:52:24 p. m.] Sebas: ‎imagen omitida
[12/12/23, 10:54:43 p. m.] Luis Fer Amey: Los bajos de los bajos
‎[12/12/23, 10:58:40 p. m.] Felix: ‎sticker omitido
‎[12/12/23, 11:09:21 p. m.] Sebas: ‎imagen omitida
‎[12/12/23, 11:09:29 p. m.] Sebas: ‎imagen omitida
‎[12/12/23, 11:10:05 p. m.] Sebas: ‎imagen omitida
[12/12/23, 11:10:25 p. m.] Javier Hernández: Muy sano @50686093714 tomando limonadas
[12/12/23, 11:10:58 p. m.] Gustavo Amador: Agua si, coca cola no.
‎[12/12/23, 11:41:30 p. m.] Sebas: ‎Video omitido
[13/12/23, 12:53:39 a. m.] Corella: JAJAJAJA
[13/12/23, 12:53:44 a. m.] Corella: Qué grande tony
‎[13/12/23, 5:03:26 p. m.] Venegas: Probabilidad - Cambronero.pdf • ‎152 páginas ‎documento omitido
‎[13/12/23, 5:03:27 p. m.] Venegas: Apuntes Probabilidad Teórico - Cambronero.pdf • ‎122 páginas ‎documento omitido
[13/12/23, 5:03:50 p. m.] Venegas: Ahí les roto esas joyas del Doctor en Proba, Cambro God
[15/12/23, 12:11:11 p. m.] Javier Hernández: El profe mandado las notas con VBA
[15/12/23, 12:11:12 p. m.] Javier Hernández: JAJAJAJA
[15/12/23, 12:12:09 p. m.] Adrian: El Mae todo fino
[15/12/23, 12:12:18 p. m.] Javier Hernández: Rajado si
[15/12/23, 12:12:18 p. m.] Adrian: Yo me quedé perdido como los primero 5 segundos jajaja
[15/12/23, 12:17:43 p. m.] Luis Fer Amey: Fino
[15/12/23, 12:18:45 p. m.] Andrés Montero: Solo a mi me subió la nota de los exámenes? :0
[15/12/23, 12:18:59 p. m.] Javier Hernández: Creo creo, que puso mal esa columna
[15/12/23, 12:19:01 p. m.] Juan Pablo M.: a mí me la bajaron
‎[15/12/23, 12:19:03 p. m.] Juan Pablo M.: ‎sticker omitido
[15/12/23, 12:19:04 p. m.] Javier Hernández: Porque a mí me la puso más baja
[15/12/23, 12:19:09 p. m.] Javier Hernández: Hay un desfase ahí jajaja
[15/12/23, 12:19:16 p. m.] Javier Hernández: Falló el XLOOKUP
[15/12/23, 12:19:17 p. m.] Andrés Montero: Mae yo no se, me cambio mis notas JAJAJA
[15/12/23, 12:19:17 p. m.] Luis Fer Amey: Puso mal la columna del primer  examen
[15/12/23, 12:19:32 p. m.] Javier Hernández: O sea, es general
[15/12/23, 12:19:33 p. m.] Javier Hernández: Que susto
[15/12/23, 12:19:34 p. m.] Javier Hernández: Jajaja
[15/12/23, 12:19:34 p. m.] Gustavo Amador: Hay que bajarle puntos por la progra
[15/12/23, 12:19:43 p. m.] Juan Pablo M.: JAJJAJAJA
[15/12/23, 12:19:44 p. m.] Javier Hernández: Y no está comentando
[15/12/23, 12:19:46 p. m.] Javier Hernández: -10
‎[15/12/23, 12:19:49 p. m.] Juan Pablo M.: ‎sticker omitido
[15/12/23, 12:19:52 p. m.] Juan Pablo M.: básicamente
[15/12/23, 12:19:56 p. m.] Javier Hernández: JAJAJAJAJAJA
[15/12/23, 12:26:45 p. m.] Adrian: Mae soy el único que le dió la nota bien? Al menos me hubiera subido la nota un toque manda huevo :(
[15/12/23, 12:27:10 p. m.] Andrés Montero: A mi me subió los exámenes bastante
[15/12/23, 12:27:30 p. m.] Luis Fer Amey: Di si webon de seguro le pego el 100
[15/12/23, 12:28:35 p. m.] Javier Hernández: Tal vez está desfasada pero te coincidió
[15/12/23, 12:28:45 p. m.] Javier Hernández: Creo que solo es el primero no sé
[15/12/23, 12:29:04 p. m.] Adrian: Mae al rato porque hice repo del primero? No sé, ese señor es medio boomer xD
[15/12/23, 12:29:11 p. m.] Adrian: Se nota que es actuario de vieja escuela
[15/12/23, 12:38:05 p. m.] Gustavo Amador: A mi me subió la nota del primero... de segundo no se
[15/12/23, 1:05:25 p. m.] Corella: A mí que quedó igual xd
Y del segundo examen ni idea
[15/12/23, 1:05:42 p. m.] Javier Hernández: Bueno es que si, del segundo examen no podemos saber JAJAJA
[15/12/23, 1:05:52 p. m.] Corella: Si si jajaja
Por eso
[15/12/23, 1:06:01 p. m.] Juan Pablo M.: me da miedo preguntar y que me baje la nota
‎[15/12/23, 1:06:09 p. m.] Juan Pablo M.: ‎sticker omitido
[16/12/23, 9:45:50 p. m.] Sebas: Alguien ya pudo ver la nota del examen de herramientas?
[16/12/23, 9:46:27 p. m.] Adrian: no me salen cursos matriculados xD
[16/12/23, 9:46:32 p. m.] Sebas: Ok ok si
[16/12/23, 9:46:34 p. m.] Sebas: JAJAJAJA
[16/12/23, 9:46:40 p. m.] Sebas: Todo bien entonces
[16/12/23, 9:46:45 p. m.] Sebas: Gracias
[16/12/23, 9:54:17 p. m.] Luis Fer Amey: Mediación nos sacó a todos
[16/12/23, 9:54:28 p. m.] Luis Fer Amey: Si quieren la nota pregúntenles al profe
[16/12/23, 9:54:37 p. m.] Sebas: Ok ok
[16/12/23, 9:54:42 p. m.] Sebas: Gracias
[17/12/23, 7:32:32 p. m.] Adrian: ‎Adrian fijó un mensaje.
[18/12/23, 2:39:45 p. m.] Javier Hernández: Hey, cómo es eso de que los de estadística van a llevar nuestras mates?
‎[18/12/23, 2:39:50 p. m.] Javier Hernández: ‎sticker omitido
[18/12/23, 2:39:59 p. m.] Javier Hernández: Alguien ha escuchado algo?
[18/12/23, 2:43:36 p. m.] Ashley Padilla: No 😳
[18/12/23, 2:43:46 p. m.] Ashley Padilla: Y en Asamblea de Mate aún no se ha hablado nada de eso ‎<Se editó este mensaje.>
‎[18/12/23, 2:45:51 p. m.] Javier Hernández: ‎sticker omitido
[18/12/23, 2:46:08 p. m.] Javier Hernández: Hay que esperar al otro año a ver que pasa con eso
[18/12/23, 3:02:56 p. m.] Gustavo Amador: Algo así me había dicho un mae de estadística... pero en ningún lado se ha dicho algo
[18/12/23, 3:05:12 p. m.] Javier Hernández: Exacto, por eso preguntaba
[18/12/23, 3:05:51 p. m.] Javier Hernández: Los de estadística están hablando de eso pero en mate creo que no se ha dicho nada
[18/12/23, 3:06:00 p. m.] Javier Hernández: Seguro el otro año nos daremos cuenta
[18/12/23, 3:11:02 p. m.] Venegas: JAJAJAJAJAJAJAJAJA
[18/12/23, 3:11:16 p. m.] Venegas: Los de ing eléctrica son los que quieren
[18/12/23, 3:11:32 p. m.] Venegas: Estadística con lo mierda que es 😂😂😂
[18/12/23, 3:11:56 p. m.] Javier Hernández: Yo no me reiría tanto, más bien los de estadística no quieren y por eso están asustados jajaja
[18/12/23, 3:11:58 p. m.] Venegas: Pero objetivamente, estadística pertenece a la escuela de mate
[18/12/23, 3:12:04 p. m.] Venegas: Xdddd
[18/12/23, 3:12:13 p. m.] Venegas: Nosotros tampoco queremos
[18/12/23, 3:12:23 p. m.] Venegas: No quiero sangre sucias con nosotros
[18/12/23, 3:12:29 p. m.] Javier Hernández: Jajaja
[18/12/23, 3:12:32 p. m.] Javier Hernández: Ojalá que no
‎[18/12/23, 3:12:37 p. m.] Javier Hernández: ‎sticker omitido
[18/12/23, 3:12:52 p. m.] Venegas: Tras de eso, llevan mate de economicas
[18/12/23, 3:13:03 p. m.] Venegas: Y quieren pegar un brinco a demostrar según ellos
[18/12/23, 3:13:13 p. m.] Venegas: Quien habrá sido la bestia
[18/12/23, 3:16:36 p. m.] Venegas: Jujuy suave
[18/12/23, 3:16:39 p. m.] Venegas: Paren todo
[18/12/23, 3:16:42 p. m.] Venegas: Toroou
[18/12/23, 3:16:48 p. m.] Venegas: Toropu va a opinar
[18/12/23, 3:16:56 p. m.] Venegas: 😳😳😳
[18/12/23, 3:17:39 p. m.] Anthony: La asamblea de mate ya había tomado una decisión con respecto a eso, fue a inicio de este año o finales del año pasado
[18/12/23, 3:17:49 p. m.] Venegas: Y?
[18/12/23, 3:17:53 p. m.] Anthony: Yo vote por la vara, solo que no me acuerdo que paso
[18/12/23, 3:17:58 p. m.] Anthony: No me acuerdo ni que vote
[18/12/23, 3:18:01 p. m.] Venegas: Di si
[18/12/23, 3:18:10 p. m.] Venegas: Me cago en Sauma
[18/12/23, 3:18:31 p. m.] Anthony: Al chile que si
[18/12/23, 3:21:35 p. m.] Javier Hernández: X3
[18/12/23, 3:44:45 p. m.] Luis Fer Amey: HAJAJAJAJ
[18/12/23, 3:44:54 p. m.] Luis Fer Amey: Siempre termina la culpa en Sauma
[18/12/23, 3:55:59 p. m.] Javier Hernández: Deberíamos hacer un sticker
[18/12/23, 4:34:44 p. m.] Luis Fer Amey: Apoyo la idea
[18/12/23, 4:34:51 p. m.] Luis Fer Amey: Solo que yo no lo hago jajaj
[18/12/23, 5:04:32 p. m.] Adrian: Maes yo había escuchado que lo de estadística era bastante fijo. Igual son las nuevas mates que no es lo mismo que las mates puras. Pero brincar de calculo de economicas a los de actuariales si suena como suicidio xDD
[18/12/23, 5:05:37 p. m.] Adrian: Pero les soy honesto. Si a alguien le creo que las pueda pasar son los de estadística. Aunque lleven mate patito al principio, si he visto que los cursos de carrera de ellos son bastante completos
[18/12/23, 5:12:56 p. m.] Venegas: No sé honestamente, no he ido a un solo curso de estadística, hasta este verano que iré auno de oyente, pero conozco genet que lleva ambas carreras y dicen que es muy fácil
[18/12/23, 5:13:02 p. m.] Venegas: Gente***
[18/12/23, 5:14:04 p. m.] Adrian: A ver playo siendo honesto a la par de actuariales casi que cualquier carrera es muy fácil. Por ejemplo economía es un chiste a la par de actuariales, solo que para nosotros es un bostezo llevar los cursos de economia
[18/12/23, 5:14:29 p. m.] Venegas: Cof cof: Macro
[18/12/23, 5:29:49 p. m.] Luis Fer Amey: Xddd
[18/12/23, 5:30:40 p. m.] Luis Fer Amey: Lo quiero ver en macro jajaja
‎[18/12/23, 5:32:12 p. m.] Andrés Montero: ‎sticker omitido
[18/12/23, 5:41:53 p. m.] Venegas: Tranqui mi rey, yo le voy a rotar packs de macro, incluso me puede preguntar si quiere, no me eximí, pero me acuerdo muy bien de la vara
[18/12/23, 5:42:10 p. m.] Andrés Montero: Comparta comparta
[18/12/23, 5:42:15 p. m.] Luis Fer Amey: Podemos rotar exámenes solucionados tmb
[18/12/23, 5:42:22 p. m.] Venegas: No le he tomado foto xddd
[18/12/23, 5:42:24 p. m.] Luis Fer Amey: Son muy útiles
‎[18/12/23, 5:42:34 p. m.] Andrés Montero: ‎sticker omitido
[18/12/23, 5:42:50 p. m.] Ashley Padilla: Ni a mi me lo ha pasado 😒
[18/12/23, 5:42:52 p. m.] Venegas: Confirmo, por aquello las tejas las tienen Laura, Fabián y marco, por si quieren ver el examen ak7
[18/12/23, 5:43:11 p. m.] Venegas: Pero es que macro hay que usar las palabras claves nada más
[18/12/23, 5:43:31 p. m.] Venegas: Y usted va bien, lo que pasa es que uno en la carrera, se le van las fuckings varas esas
[18/12/23, 5:43:36 p. m.] Venegas: Pero si se pasa chill
[18/12/23, 5:43:45 p. m.] Venegas: Con un esfuerzo normal
[18/12/23, 7:36:58 p. m.] Adrian: si hubiera pasado micro JAJAJAJA. Esa picha la deje morir de una manera xD
[18/12/23, 7:37:09 p. m.] Venegas: Noooo
[18/12/23, 7:37:13 p. m.] Venegas: Mamapichas
[18/12/23, 7:37:18 p. m.] Venegas: Pero ibas súper bien
[18/12/23, 7:37:21 p. m.] Venegas: Que te pasa
[18/12/23, 7:37:28 p. m.] Venegas: 😞😞🖕🏻
[18/12/23, 7:38:16 p. m.] Adrian: se paran esos cursos, pase los 4 que importaban. Micro y macro con que los pase de aqui a dos años me da igual jajaja. Ya juanga me dijo que puedo levantar requisitos.
[18/12/23, 7:38:51 p. m.] Adrian: mae pero siendo honesto, fue culpa mia y de Javier. Porque si bien es cierto que el ultimo mes y resto de clases no fui ni una sola vez xD, pero no pude estudiar bien para ampli asi que ni la fui a hacer
[18/12/23, 7:39:17 p. m.] Adrian: por herramientas 🫠
[18/12/23, 7:40:34 p. m.] Javier Hernández: A mí no me eche la culpa 😡
[18/12/23, 7:40:52 p. m.] Venegas: Xdddd
[19/12/23, 10:15:26 p. m.] Andrés Montero: A alguno si le cambio la nota en el nuevo archivo del profe?
‎[19/12/23, 10:15:28 p. m.] Andrés Montero: ‎sticker omitido
[19/12/23, 11:30:09 p. m.] Javier Hernández: Solo cambió las de las personas que le hicieron reclamos
[21/12/23, 8:27:42 a. m.] Venegas: Los de estadística están pidiendo esa bomba para 2025
[21/12/23, 8:27:51 a. m.] Venegas: No para 2024
[21/12/23, 8:27:58 a. m.] Venegas: Pero ni idea si se va aceptar
‎[21/12/23, 9:40:40 a. m.] Javier Hernández: ‎sticker omitido
[21/12/23, 9:40:51 a. m.] Javier Hernández: Me suena que si se los aceptan :/
[21/12/23, 9:42:22 a. m.] Venegas: X2
[21/12/23, 9:42:32 a. m.] Venegas: Ojalá los revienten xd por sapos
[21/12/23, 9:42:46 a. m.] Venegas: Ya van a comenzar a prostituir actuariales
[21/12/23, 9:42:50 a. m.] Venegas: Por pura plata
[21/12/23, 9:42:56 a. m.] Venegas: Cómo se hizo con la maestría
[21/12/23, 9:43:06 a. m.] Sebas: Huelga huelga
[21/12/23, 9:43:25 a. m.] Sebas: Nuestro derecho por ser UCR
[21/12/23, 9:43:27 a. m.] Sebas: JAJAJAJA
[21/12/23, 9:44:53 a. m.] Venegas: Malparida escuela podrida
[21/12/23, 9:45:17 a. m.] Venegas: Por lo menos derecho y medicina si tienen dignidad
[21/12/23, 9:46:20 a. m.] Javier Hernández: Era de esperarse porque eso de separar las mates hizo que los grupos fueran muy pequeños
[21/12/23, 9:46:37 a. m.] Venegas: Di mae, se ponen de cursito en cursito
[21/12/23, 9:46:43 a. m.] Javier Hernández: 2026: estadística pasa a ser parte de la escuela de matemáticas
[21/12/23, 9:46:51 a. m.] Venegas: Cómo dijo sebas, si tanto es la picha que se pasen
[21/12/23, 9:47:00 a. m.] Venegas: Y vayan a parir como nosotros
[21/12/23, 9:47:02 a. m.] Javier Hernández: Jamás va a ser todo
[21/12/23, 9:47:06 a. m.] Venegas: No que comienzan a llevar cursitos
[21/12/23, 9:47:14 a. m.] Venegas: Y luego los aceptan en la maestría
[21/12/23, 9:47:20 a. m.] Javier Hernández: Es como que los de programación se quejen que de llevamos la programación de ellos
[21/12/23, 9:47:20 a. m.] Venegas: Por llevar la misma mate que nosotros
[21/12/23, 9:47:24 a. m.] Javier Hernández: O los de economía
[21/12/23, 9:47:24 a. m.] Venegas: Y cursitos así
[21/12/23, 9:47:28 a. m.] Venegas: Carepichas
[21/12/23, 9:47:52 a. m.] Venegas: Usted sabe que en el mercado, es mejor un economista con la maestría en actuariales o métodos matemáticos
[21/12/23, 9:48:01 a. m.] Venegas: Que los bachi en actuariales?
[21/12/23, 9:48:08 a. m.] Venegas: Pues si no sabían ahí tienen
[21/12/23, 9:48:33 a. m.] Venegas: 1
[21/12/23, 9:48:49 a. m.] Venegas: Si, pero nos ponen mil trabas
[21/12/23, 9:48:51 a. m.] Javier Hernández: Obvio vale la pena contratar a alguien que es bachiller y máster
[21/12/23, 9:48:54 a. m.] Venegas: Para llevar sus maestrías
[21/12/23, 9:49:07 a. m.] Venegas: No está entiendo usted
[21/12/23, 9:49:10 a. m.] Javier Hernández: Por eso uno siempre debe buscar también un máster
[21/12/23, 9:49:25 a. m.] Javier Hernández: O un posgrado
[21/12/23, 9:49:26 a. m.] Venegas: Dicho por 3 profesores, no voy a decir nombre de dos, usted ya debe saber quién es uno
[21/12/23, 9:49:37 a. m.] Venegas: Dicen que esa maestría de métodos
[21/12/23, 9:49:40 a. m.] Venegas: Es puro negocio
[21/12/23, 9:49:48 a. m.] Venegas: Los cursos son de actuariales
[21/12/23, 9:50:19 a. m.] Javier Hernández: Es de darle unos 10 años donde hayan más actuarios en el mercado y los puestos de actuarios van a ser ocupados por actuarios
[21/12/23, 10:04:34 a. m.] Venegas: Estadístico que veo, estadístico que bullyneo (xd)
[23/12/23, 8:40:59 a. m.] Venegas: ‎Cambió tu código de seguridad con Venegas.
[23/12/23, 11:10:25 a. m.] Adrian: Maes el carepicha de Javier que?
[23/12/23, 11:14:01 a. m.] Andrés Montero: Jakaja cierto a mi se me había olvidado
